City,Company,Title,Job_Type,State,Seniority_Level,Employment_Type,Job_Function,Industries,Skills,latitude,longitude
Melbourne,Mindtree,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"aws, azure, c, git, java, javascript, jenkins, python, spark, sql",-37.8136,144.9631
Melbourne,Sportsbet,Data Engineer – Platforms,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Sporting Goods Manufacturing,"aws, jenkins, python, spark",-37.8136,144.9631
Melbourne,Bupa,Reporting & Insights Data Analyst,Data Analyst,Victoria,Associate,Contract,Information Technology and Analyst,Insurance and Hospitals and Health Care,"excel, sql",-37.8136,144.9631
Melbourne,JB Hi-Fi,Senior Data Analyst,Data Analyst,Victoria,Associate,Full-time,Information Technology,Computers and Electronics Manufacturing,"python, r, sql",-37.8136,144.9631
Melbourne,Ampstek,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,"aws, go, python, sql",-37.8136,144.9631
Melbourne,Randstad Australia,Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"java, sql",-37.8136,144.9631
Melbourne,Körber,Data Analyst,Data Analyst,Victoria,Associate,Full-time,Information Technology and Analyst,"Transportation, Logistics, Supply Chain and Storage","excel, go, tableau",-37.8136,144.9631
Melbourne,Hays,Data Analyst,Data Analyst,Victoria,Associate,Contract,"Human Resources, Information Technology, and Analyst","IT Services and IT Consulting, Banking, and Human Resources Services","excel, python, r, sql",-37.8136,144.9631
Melbourne,Arq Group,AWS Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting,"aws, jenkins, python, snowflake",-37.8136,144.9631
Melbourne,PwC Australia,Senior Data Analyst,Data Analyst,Victoria,Associate,Full-time,Information Technology,Business Consulting and Services,"python, r, sql",-37.8136,144.9631
Melbourne,ANZ,Senior Pricing Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Accounting","python, r, sql, tableau",-37.8136,144.9631
Melbourne,Sirius Technology,Azure Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Staffing and Recruiting,"azure, sql",-37.8136,144.9631
Melbourne,Experis Australia,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,"azure, sql",-37.8136,144.9631
Melbourne,EY,Senior Data Engineer | Data & Analytics,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Accounting,,-37.8136,144.9631
Melbourne,Vanguard Australia,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Financial Services,"aws, python, r, sql",-37.8136,144.9631
Melbourne,Robert Half,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Staffing and Recruiting,"azure, powerbi, sql",-37.8136,144.9631
Melbourne,Hays,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting,,-37.8136,144.9631
Melbourne,EnergyAustralia,Lead Cloud Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Utilities,"aws, azure, java, powerbi, python, r, spark, sql, tableau",-37.8136,144.9631
Melbourne,NAB,Senior Consultant Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Banking,"aws, azure, spark",-37.8136,144.9631
Melbourne,Redbubble,Senior Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,"Information Technology, Analyst, and Strategy/Planning","IT Services and IT Consulting, Technology, Information and Internet, and Retail","python, sql, tableau",-37.8136,144.9631
Melbourne,Servian,Data Engineer / Consultant,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark, sql",-37.8136,144.9631
Melbourne,Beyond Blue,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Contract,"Information Technology, Other, and Project Management","Non-profit Organizations, Government Administration, and Mental Health Care","azure, git, powerbi, sql",-37.8136,144.9631
Melbourne,Betfair Australia,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Analyst,Gambling Facilities and Casinos,"python, r, sql, tableau",-37.8136,144.9631
Melbourne,eTeam,Data Scientist,Data Scientist,Victoria,Associate,Contract,Information Technology,IT Services and IT Consulting,"python, r, sql, tensorflow",-37.8136,144.9631
Melbourne,NAB,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Banking,"aws, excel, jenkins, python, snowflake, spark, sql",-37.8136,144.9631
Melbourne,Mantel Group,Data Engineer (AWS / GCP / Azure / Databricks),Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure",-37.8136,144.9631
Melbourne,VMO (Val Morgan Outdoor),Data Analyst & Technical Business Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology and Analyst,Advertising Services,"azure, powerbi, sql",-37.8136,144.9631
Melbourne,Gemba,Senior Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,"Information Technology, Consulting, and Analyst","Advertising Services, Spectator Sports, and Business Consulting and Services","aws, azure, python, sql",-37.8136,144.9631
Melbourne,Transurban,Configuration Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",tableau,-37.8136,144.9631
Melbourne,Medibank,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Analyst and Consulting,"Insurance, Financial Services, and Hospitals and Health Care","go, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Nixil,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Banking,sql,-37.8136,144.9631
Melbourne,CBRE,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Real Estate Agents and Brokers,,-37.8136,144.9631
Melbourne,Cancer Council Victoria,Data Engineer Lead,Data Engineer,Victoria,Not Applicable,Full-time,Project Management and Engineering,Non-profit Organizations,"azure, snowflake, sql",-37.8136,144.9631
Melbourne,Capgemini,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, java, jenkins, spark",-37.8136,144.9631
Melbourne,Hastha Solutions,Data Engineer - Permanent - Melbourne,Data Engineer,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"spark, sql",-37.8136,144.9631
Melbourne,Agoda,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Data Analyst,Victoria,Associate,Full-time,Information Technology,"Technology, Information and Internet","excel, java, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Konnexus,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology and Analyst,"Manufacturing, Consumer Services, and Retail","excel, sql, tableau",-37.8136,144.9631
Melbourne,Talent,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology and Engineering,Staffing and Recruiting,"javascript, python",-37.8136,144.9631
Melbourne,CareCone Australia,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,,-37.8136,144.9631
Melbourne,Centr,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Wellness and Fitness Services,"azure, powerbi, python, r, scala, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,eliiza,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, java, python, scala, snowflake, spark",-37.8136,144.9631
Melbourne,Agoda,"Senior Data Scientist/ Senior Machine Learning Engineer (Bangkok based, relocation provided)",Data Scientist,Victoria,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","python, scala, sql",-37.8136,144.9631
Melbourne,7-Eleven Australia,Senior Data Analyst - 12 month contract,Data Analyst,Victoria,Mid-Senior level,Contract,"Analyst, Research, and Information Technology",Retail,"azure, python, sql, tableau",-37.8136,144.9631
Melbourne,Tech Mahindra,AWS Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,"IT Services and IT Consulting, Software Development, and Telecommunications","aws, spark, sql",-37.8136,144.9631
Melbourne,D'Arcy Weil,"Data Analyst, Energy Markets",Data Analyst,Victoria,Entry level,Full-time,Information Technology,Staffing and Recruiting,"excel, sql",-37.8136,144.9631
Melbourne,IBM,Lead Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Other,Computer Hardware Manufacturing,"aws, azure, jenkins, scala, spark, sql",-37.8136,144.9631
Melbourne,Belong,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Telecommunications,"aws, java, python, r, spark, sql, tableau",-37.8136,144.9631
Melbourne,Alstom,Data Analyst,Data Analyst,Victoria,Not Applicable,Other,Engineering,Truck Transportation and Railroad Equipment Manufacturing,excel,-37.8136,144.9631
Melbourne,Capgemini,Data Engineer - AWS,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, jenkins, sql",-37.8136,144.9631
Melbourne,Cash App,Lead Data Analyst - Recon,Data Analyst,Victoria,Associate,Full-time,Engineering,"Technology, Information and Internet","git, go, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,Microsoft,Data Engineer - Clipchamp,Data Engineer,Victoria,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development","c, python, spark, sql",-37.8136,144.9631
Melbourne,InfoCentric,Software Developer - Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Engineering and Information Technology,Information Services,"aws, azure, git, java, python, r, snowflake",-37.8136,144.9631
Melbourne,SustainAbility Consulting,Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting and Telecommunications,"azure, python, sql",-37.8136,144.9631
Melbourne,Versent,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Financial Services","aws, azure, java, python, snowflake, sql",-37.8136,144.9631
Melbourne,AustralianSuper,"Data Analyst, Systematic Equities",Data Analyst,Victoria,Entry level,Full-time,Finance,"Financial Services, Investment Banking, and Investment Management","python, sql",-37.8136,144.9631
Melbourne,Halcyon Knights,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"azure, powerbi, snowflake, spark, sql",-37.8136,144.9631
Melbourne,Cognizant,Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,Software Development and Outsourcing and Offshoring Consulting,tableau,-37.8136,144.9631
Melbourne,XPT Software,Data Analyst(Big Data),Data Analyst,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"java, python, scala, spark",-37.8136,144.9631
Melbourne,eTeam,AWS/Snowflake Data Engineer,Data Engineer,Victoria,Associate,Contract,Information Technology,IT Services and IT Consulting,"aws, jenkins, python, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,LexisNexis Risk Solutions Group,Senior Data Scientist,Data Scientist,Victoria,Associate,Full-time,Engineering and Information Technology,Information Services,"excel, python, r, sql",-37.8136,144.9631
Melbourne,Insignia Financial,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Financial Services,"git, jira",-37.8136,144.9631
Melbourne,Talent,Data Engineer Lead,Data Engineer,Victoria,Associate,Contract,Information Technology and Engineering,Staffing and Recruiting,"azure, sql",-37.8136,144.9631
Melbourne,"IQ Group, Australia",Senior Data Analyst - Superannuation,Data Analyst,Victoria,Mid-Senior level,Full-time,"Analyst, Consulting, and Information Technology","IT Services and IT Consulting, Banking, and Business Consulting and Services",sql,-37.8136,144.9631
Melbourne,RUBIX.,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting,"excel, powerbi, python, r, spark, sql",-37.8136,144.9631
Melbourne,Aginic,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"go, java, python",-37.8136,144.9631
Melbourne,Mindtree,Senior Cloud Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"aws, azure, c, git, java, javascript, jenkins, python, spark",-37.8136,144.9631
Melbourne,Mindtree,GCP Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,"Analyst, Consulting, and Information Technology",IT Services and IT Consulting,"spark, sql",-37.8136,144.9631
Melbourne,Deputy,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,"Project Management, General Business, and Management",IT Services and IT Consulting and Software Development,"aws, java, python, snowflake, sql",-37.8136,144.9631
Melbourne,Randstad Australia,Senior Spatial Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"python, sql",-37.8136,144.9631
Melbourne,Troocoo,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology and Engineering,"IT Services and IT Consulting, Advertising Services, and Financial Services","aws, python, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,Telstra,Data Scientist,Data Scientist,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, python, r, sql",-37.8136,144.9631
Melbourne,Hire Digital,Data Scientist (Remote),Data Scientist,Victoria,Mid-Senior level,Part-time,Engineering and Information Technology,Advertising Services,"excel, powerbi, python, r, sql, tableau",-37.8136,144.9631
Melbourne,A.P. Moller - Maersk,"Data Analyst, Procurement",Data Analyst,Victoria,Associate,Full-time,Analyst and Purchasing,"Transportation, Logistics, Supply Chain and Storage","excel, powerbi",-37.8136,144.9631
Melbourne,Catch,Data Engineer Manager,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","aws, go, powerbi, sql, tableau",-37.8136,144.9631
Melbourne,Xero,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Software Development,"aws, python, snowflake, sql",-37.8136,144.9631
Melbourne,eTeam,Reporting and Data Analyst,Data Analyst,Victoria,Associate,Contract,Information Technology,IT Services and IT Consulting,"excel, sql",-37.8136,144.9631
Melbourne,eTeam,Senior Data Analyst,Data Analyst,Victoria,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,"excel, r, sql, tableau",-37.8136,144.9631
Melbourne,DWS,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, python, r, sql",-37.8136,144.9631
Melbourne,Aware Super,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Financial Services,"azure, snowflake, sql",-37.8136,144.9631
Melbourne,Sportsbet,Data Scientist,Data Scientist,Victoria,Not Applicable,Full-time,Information Technology and Design,Gambling Facilities and Casinos,"aws, python, r, spark",-37.8136,144.9631
Melbourne,Attra,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Analyst,IT Services and IT Consulting,"excel, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Willow,Senior Data Engineer - Azure,Data Engineer,Victoria,Associate,Full-time,Information Technology,Software Development,"azure, c, git, python, snowflake, spark, sql, tableau",-37.8136,144.9631
Melbourne,E&C Consultants - International Energy Procurement Consultancy,Data Analyst,Data Analyst,Victoria,Associate,Full-time,"Analyst, Administrative, and Product Management",Oil and Gas and Business Consulting and Services,"excel, powerbi, sql",-37.8136,144.9631
Melbourne,PageUp,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,Software Development,sql,-37.8136,144.9631
Melbourne,Afterpay,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Engineering,IT Services and IT Consulting,"aws, go, jira, python, spark, sql",-37.8136,144.9631
Melbourne,Perigon Group,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Retail,"azure, java, perl, python, r, sql",-37.8136,144.9631
Melbourne,affix,Data Scientist,Data Scientist,Victoria,Mid-Senior level,Full-time,"Analyst, Information Technology, and Science","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",,-37.8136,144.9631
Melbourne,Insignia Financial,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Financial Services,,-37.8136,144.9631
Melbourne,Ampstek,Critical opening for Devops Big Data Engineer- Melbourne,Data Engineer,Victoria,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,"aws, python",-37.8136,144.9631
Melbourne,NAB,Consultant Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Banking,"aws, azure, excel, powerbi",-37.8136,144.9631
Melbourne,Macquarie Group,Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking","aws, java, python, r, scala, spark, sql",-37.8136,144.9631
Melbourne,Ampstek,AWS Data Engineer,Data Engineer,Victoria,Not Applicable,Contract,Engineering and Information Technology,IT Services and IT Consulting,"aws, jenkins, python",-37.8136,144.9631
Melbourne,Capgemini,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,,-37.8136,144.9631
Melbourne,Cleanaway Waste Management,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering,Renewable Energy Semiconductor Manufacturing,"azure, git, powerbi, python, spark, sql",-37.8136,144.9631
Melbourne,ANZ,Senior Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Accounting","python, r",-37.8136,144.9631
Melbourne,ANZ,Employee Journey Expert - Remuneration Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Other,"Banking, Financial Services, and Accounting",,-37.8136,144.9631
Melbourne,Exco Partners,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, git, python, snowflake, spark, sql",-37.8136,144.9631
Melbourne,Talent,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology and Engineering,Staffing and Recruiting,"aws, python, snowflake, sql",-37.8136,144.9631
Melbourne,Catch,Data Scientist (Recommendation Focused),Data Scientist,Victoria,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","aws, go, nltk, python, sql, tensorflow",-37.8136,144.9631
Melbourne,Unpacked by Flybuys,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Advertising Services,"aws, java, powerbi, python, snowflake, sql",-37.8136,144.9631
Melbourne,Lexer,Junior Data Engineer - 6 month fixed term contract,Data Engineer,Victoria,Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting and Technology, Information and Internet","aws, python, sql",-37.8136,144.9631
Melbourne,Quantium,Wiq - Data Scientist / Senior Data Scientist - Melbourne,Data Scientist,Victoria,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"python, r, sql",-37.8136,144.9631
Melbourne,EstimateOne,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Software Development,aws,-37.8136,144.9631
Melbourne,ACCIONA Australia,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Utilities,"excel, sql",-37.8136,144.9631
Melbourne,Talent,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,"azure, git, snowflake, sql",-37.8136,144.9631
Melbourne,Corrs Chambers Westgarth,Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,Law Practice,"aws, c, javascript, sql",-37.8136,144.9631
Melbourne,PEXA,Data Analyst - 12 months Fixed term Contract,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Financial Services",jira,-37.8136,144.9631
Melbourne,The Royal Melbourne Hospital,Business Intelligence Data Analyst / Report Developer,Data Analyst,Victoria,Mid-Senior level,Part-time,"Health Care Provider, Analyst, and Information Technology",IT Services and IT Consulting and Hospitals and Health Care,"excel, powerbi, sql, tableau",-37.8136,144.9631
Melbourne,Cash App,Senior Data Scientist,Data Scientist,Victoria,Associate,Full-time,Engineering,"Technology, Information and Internet","go, java, python, snowflake, tableau, tensorflow",-37.8136,144.9631
Melbourne,Servian,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark, sql",-37.8136,144.9631
Melbourne,Sirius Technology,Senior Data Scientist,Data Scientist,Victoria,Associate,Full-time,Engineering and Information Technology,Staffing and Recruiting,"azure, python, sql",-37.8136,144.9631
Melbourne,Australian Institute of Company Directors,"Data Analyst (Marketing Online Focus) - Brisbane, Melbourne, Sydney or Canberra",Data Analyst,Victoria,Entry level,Full-time,Information Technology,Non-profit Organizations,"python, r, scala, sql",-37.8136,144.9631
Melbourne,eliiza,Data Engineer (Streaming),Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, java, python, scala, snowflake, spark",-37.8136,144.9631
Melbourne,Bunnings,Data Engineer / Analytics Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Retail,"snowflake, sql",-37.8136,144.9631
Melbourne,DoorDash,Data Scientist,Data Scientist,Victoria,Not Applicable,Full-time,Engineering and Information Technology,Software Development,"excel, go, matlab, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Infosys,GCP Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Computer Networking Products,"python, spark, sql",-37.8136,144.9631
Melbourne,ANZ,Pricing Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Accounting","python, r, sql, tableau",-37.8136,144.9631
Melbourne,Hays,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, c, git, python, scala, spark, sql",-37.8136,144.9631
Melbourne,HTC Global Services,"Cloud/Data Engineer in Melbourne, Australia",Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"azure, c, git, python, sql",-37.8136,144.9631
Melbourne,EnergyAustralia,Principal Cloud Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Utilities,"aws, spark",-37.8136,144.9631
Melbourne,Iress,Senior Data Engineer - Data Migration,Data Engineer,Victoria,Associate,Full-time,Information Technology,Software Development,"c, html, javascript, python",-37.8136,144.9631
Melbourne,Accenture Australia,*AWS Data Engineer*,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, python, sql",-37.8136,144.9631
Melbourne,Six Degrees Executive,BI Analyst / Data Scientist,Data Scientist,Victoria,Associate,Full-time,Information Technology,Hospitals and Health Care,"azure, powerbi, sql",-37.8136,144.9631
Melbourne,Toll Global Express,Senior Data Scientist,Data Scientist,Victoria,Not Applicable,Full-time,Information Technology,Truck Transportation,"python, r, sql",-37.8136,144.9631
Melbourne,NAB,Senior Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,Banking,"aws, jenkins, spark, sql",-37.8136,144.9631
Melbourne,Catch,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,"Technology, Information and Internet","aws, go, powerbi, python, sql, tableau",-37.8136,144.9631
Melbourne,Google,"Strategic Cloud Data Engineer, Google Cloud Professional Services",Data Engineer,Victoria,Not Applicable,Full-time,"Project Management, Consulting, and Engineering","Information Services and Technology, Information and Internet","go, python, tensorflow",-37.8136,144.9631
Melbourne,Capgemini,Senior Data Engineer - Azure cloud,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"azure, sql",-37.8136,144.9631
Melbourne,Talent,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology and Engineering,Staffing and Recruiting,azure,-37.8136,144.9631
Melbourne,Iress,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Software Development,"c, html, javascript, python",-37.8136,144.9631
Melbourne,Department of Premier and Cabinet (Vic),Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,"aws, azure, snowflake",-37.8136,144.9631
Melbourne,NAB,Consultant Data Engineer,Data Engineer,Victoria,Not Applicable,Full-time,Other,Banking,"aws, azure, excel, git, python, snowflake, spark, sql",-37.8136,144.9631
Melbourne,EstimateOne,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering,Software Development,aws,-37.8136,144.9631
Melbourne,Chandler Macleod,Lead Data Engineer,Data Engineer,Victoria,Associate,Contract,Information Technology,Human Resources Services,"azure, python, scala, sql",-37.8136,144.9631
Melbourne,Aesop,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Personal Care Product Manufacturing,"azure, sql",-37.8136,144.9631
Melbourne,Capgemini,Data Engineer - AWS,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, jenkins, sql",-37.8136,144.9631
Melbourne,FIRESOFT People,Cloud Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, c, git, java, javascript, jenkins, python, spark",-37.8136,144.9631
Melbourne,EnergyAustralia,Senior Cloud Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Utilities,"aws, azure, java, powerbi, python, r, spark, sql, tableau",-37.8136,144.9631
Melbourne,Robert Walters,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Staffing and Recruiting,sql,-37.8136,144.9631
Melbourne,Launch Recruitment,Data Engineer,Data Engineer,Victoria,Entry level,Contract,Information Technology,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet","aws, python, spark, sql",-37.8136,144.9631
Melbourne,Vanguard,Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Financial Services,"aws, python, r, sql",-37.8136,144.9631
Melbourne,Sportsbet,Machine Learning Engineer - Data Engineering,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Spectator Sports,"aws, jenkins, python, spark, sql",-37.8136,144.9631
Melbourne,Hire Digital,"Data Scientist (remote, freelance)",Data Scientist,Victoria,Mid-Senior level,Part-time,Engineering and Information Technology,Advertising Services,"excel, powerbi, python, r, sql, tableau",-37.8136,144.9631
Melbourne,EY,Data Engineer - Financial Services,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Accounting,"aws, azure, powerbi, python, r, spark, sql",-37.8136,144.9631
Melbourne,Capgemini,Data Engineer - AWS,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, java, jenkins, spark",-37.8136,144.9631
Melbourne,eliiza,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark",-37.8136,144.9631
Melbourne,EY,Business/Data Analyst | Data & Analytics,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,Accounting,sql,-37.8136,144.9631
Melbourne,Innovior,Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Business Consulting and Services,"aws, azure, excel, powerbi, python, scala, spark, sql",-37.8136,144.9631
Melbourne,Xero,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Software Development,"aws, python, snowflake, sql",-37.8136,144.9631
Melbourne,Wipro,Azure Technical Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"azure, powerbi, sql",-37.8136,144.9631
Melbourne,Deloitte,Data Scientist/ Senior Analyst | Multiple Locations,Data Scientist,Victoria,Associate,Full-time,Engineering and Information Technology,Legal Services,"aws, azure, python, spark, sql",-37.8136,144.9631
